what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1297315455168
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1297315455168
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1297315455169
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1297315455169
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1297315455169
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1297315455169
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1297315455169
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1297315455169
started,bundle,org.tigris.subversion.clientadapter,1.6.10,org.tigris.subversion.clientadapter,1297315455169
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,org.tigris.subversion.subclipse.core,1297315455169
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1297315455169
started,bundle,org.tigris.subversion.subclipse.ui,1.6.10,org.tigris.subversion.subclipse.ui,1297315455169
started,bundle,com.adobe.flexbuilder.codemodel,4.0.0.272416,com.adobe.flexbuilder.codemodel,1297315458992
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1297315459100
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1297315469377
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1297315469427
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1297315472862
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1297315475365
started,bundle,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser,1297315475454
opened,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,com.adobe.flexbuilder.ui.StartPage,1297315476058
activated,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,com.adobe.flexbuilder.ui.StartPage,1297315476076
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1297315476272
started,bundle,com.adobe.flexide.refactoring.core,4.0.0.272416,com.adobe.flexide.refactoring.core,1297315476375
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1297315476378
opened,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,com.adobe.flexbuilder.packageexplorer,1297315476512
