what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.intro,3.2.201.v20080702_34x,org.eclipse.ui.intro,1297313160625
started,bundle,org.eclipse.ui.intro.universal,3.2.200.v20080508,org.eclipse.ui.intro.universal,1297313160625
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1297313160625
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1297313160625
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1297313160625
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1297313160625
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1297313160625
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1297313160625
started,bundle,org.tigris.subversion.clientadapter,1.6.10,org.tigris.subversion.clientadapter,1297313160625
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,org.tigris.subversion.subclipse.core,1297313160625
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1297313160625
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1297313160667
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1297313212491
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1297313212651
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1297313212674
closed,view,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.internal.introview,1297313212690
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1297313218701
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1297313218763
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1297313223700
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1297313225460
opened,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,com.adobe.flexbuilder.ui.StartPage,1297313225935
activated,editor,com.adobe.flexbuilder.project.ui,4.0.0.272416,com.adobe.flexbuilder.ui.StartPage,1297313225955
started,bundle,com.adobe.flexbuilder.codemodel,4.0.0.272416,com.adobe.flexbuilder.codemodel,1297313227426
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1297313227642
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1297313227805
