what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,org.eclipse.jdt.ui.JavaPerspective,1297313160610
started,bundle,org.eclipse.osgi,3.4.3.R34x_v20081215-1030,org.eclipse.osgi,1297313160611
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.0.v20080604,org.eclipse.equinox.simpleconfigurator,1297313160611
started,bundle,FlexPrettyPrintCommand,0.7.2,FlexPrettyPrintCommand,1297313160611
started,bundle,com.adobe.flash.codemodel.core,4.0.0.272416,com.adobe.flash.codemodel.core,1297313160611
started,bundle,com.adobe.flash.codemodel.osgi,4.0.0.272416,com.adobe.flash.codemodel.osgi,1297313160612
started,bundle,com.adobe.flash.profiler,4.0.0.272416,com.adobe.flash.profiler,1297313160612
started,bundle,com.adobe.flexbuilder.ajaxbridge,4.0.0.272416,com.adobe.flexbuilder.ajaxbridge,1297313160612
started,bundle,com.adobe.flexbuilder.as.editor,4.0.0.272416,com.adobe.flexbuilder.as.editor,1297313160612
started,bundle,com.adobe.flexbuilder.dcrad,4.0.0.272416,com.adobe.flexbuilder.dcrad,1297313160612
started,bundle,com.adobe.flexbuilder.debug.ui,4.0.0.272416,com.adobe.flexbuilder.debug.ui,1297313160612
started,bundle,com.adobe.flexbuilder.editorcore,4.0.0.272416,com.adobe.flexbuilder.editorcore,1297313160612
started,bundle,com.adobe.flexbuilder.editors.derived,4.0.0.272416,com.adobe.flexbuilder.editors.derived,1297313160612
started,bundle,com.adobe.flexbuilder.exportimport,4.0.0.272416,com.adobe.flexbuilder.exportimport,1297313160612
started,bundle,com.adobe.flexbuilder.flashbridge,4.0.0.272416,com.adobe.flexbuilder.flashbridge,1297313160612
started,bundle,com.adobe.flexbuilder.flexunit,4.0.0.272416,com.adobe.flexbuilder.flexunit,1297313160612
started,bundle,com.adobe.flexbuilder.importartwork,4.0.0.272416,com.adobe.flexbuilder.importartwork,1297313160612
started,bundle,com.adobe.flexbuilder.launching.ui,4.0.0.272416,com.adobe.flexbuilder.launching.ui,1297313160612
started,bundle,com.adobe.flexbuilder.multisdk,4.0.0.272416,com.adobe.flexbuilder.multisdk,1297313160613
started,bundle,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,com.adobe.flexbuilder.mxml.editor,1297313160613
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.0.0.272416,com.adobe.flexbuilder.mxmlmodel,1297313160613
started,bundle,com.adobe.flexbuilder.project,4.0.0.272416,com.adobe.flexbuilder.project,1297313160613
started,bundle,com.adobe.flexbuilder.project.ui,4.0.0.272416,com.adobe.flexbuilder.project.ui,1297313160614
started,bundle,com.adobe.flexbuilder.ui,4.0.0.272416,com.adobe.flexbuilder.ui,1297313160614
started,bundle,com.adobe.flexbuilder.utils.osnative,4.0.0.272416,com.adobe.flexbuilder.utils.osnative,1297313160614
